"object","source","log_prop","in_cdi"
"stuff panda","vqa",-10.903770107131,FALSE
"stuff toy","vqa",-6.32905912862765,FALSE
"suitcase","vqa",-6.45525373118831,FALSE
"sun","vqa_yoloe",-8.93903506412011,TRUE
"sunglass","vqa",-8.88886708658876,FALSE
"surface","vqa",-10.4983049990229,FALSE
"sushi","vqa",-10.903770107131,FALSE
"swan","vqa",-9.80515781846292,FALSE
"swan doll","vqa",-10.903770107131,FALSE
"swan toy","vqa",-10.903770107131,FALSE
"sweater","vqa_yoloe",-7.70800055606491,TRUE
"swing","vqa_yoloe",-8.0819535185336,TRUE
"swing set","vqa",-9.80515781846292,FALSE
"switch","vqa",-6.65527486508167,FALSE
"switchboard","vqa",-10.4983049990229,FALSE
"table","vqa_yoloe",-1.413293824955,TRUE
"table cloth","vqa",-10.4983049990229,FALSE
"table cover","vqa",-10.903770107131,FALSE
"table decoration","vqa",-10.903770107131,FALSE
"table fan","vqa",-10.903770107131,FALSE
"table lamp","vqa",-6.24033101301896,FALSE
"table leg","vqa",-10.903770107131,FALSE
"table mat","vqa",-9.03196793022944,FALSE
"table piano","vqa",-10.903770107131,FALSE
"table tennis paddle","vqa",-10.903770107131,FALSE
"table tennis table","vqa",-10.903770107131,FALSE
"table top","vqa",-10.903770107131,FALSE
"tablecloth","vqa",-6.16319528413673,FALSE
"tablet","vqa",-5.87660551108356,FALSE
"tableware","vqa",-8.60118501413698,FALSE
"tambourine","vqa",-9.51747574601114,FALSE
"tap","vqa",-7.15426603120066,FALSE
"tape","vqa_yoloe",-7.42671763175285,TRUE
"tape dispenser","vqa",-10.2106229265711,FALSE
"tape roll","vqa",-10.903770107131,FALSE
"teapot","vqa",-10.2106229265711,FALSE
"teddy bear","vqa_yoloe",-3.6368878211228,FALSE
"telephone","vqa_yoloe",-6.63930268826083,TRUE
"telephone antenna","vqa",-10.903770107131,FALSE
"telephone cord","vqa",-10.903770107131,FALSE
"telephone line","vqa",-10.903770107131,FALSE
"telephone pole","vqa",-10.4983049990229,FALSE
"telephone pole bracket","vqa",-10.903770107131,FALSE
"telephone pole bracket bolt","vqa",-10.903770107131,FALSE
"telephone receiver","vqa",-10.903770107131,FALSE
"telephone wire","vqa",-10.903770107131,FALSE
"television","vqa",-6.44942281087752,FALSE
"tennis ball","vqa",-9.03196793022944,FALSE
"tennis racket","vqa",-9.98747937525687,FALSE
"tennis racquet","vqa",-6.62710398811497,FALSE
"tent","vqa",-6.30361246296648,FALSE
"tiger","vqa_yoloe",-8.01443537663162,TRUE
"tiger toy","vqa",-8.55239484996755,FALSE
"tile","vqa",-9.51747574601114,FALSE
"tile floor","vqa",-7.37740958251487,FALSE
"tile wall","vqa",-10.903770107131,FALSE
"tire","vqa",-9.65100713863566,FALSE
"tissue","vqa_yoloe",-6.77020204123403,FALSE
"tissue box","vqa",-6.72938283723539,FALSE
"tissue paper","vqa",-8.13118138489125,FALSE
"toaster","vqa",-7.72571627678308,FALSE
"toaster oven","vqa",-7.95933112796459,FALSE
"toddler","vqa",-8.07055676307481,FALSE
"toilet","vqa",-5.75918684052503,FALSE
"toilet brush","vqa",-9.65100713863566,FALSE
"toilet paper","vqa",-6.59970501392686,FALSE
"toilet paper holder","vqa",-9.80515781846292,FALSE
"toilet paper roll","vqa",-7.37740958251487,FALSE
"toilet seat","vqa",-9.98747937525687,FALSE
"toilet seat cover","vqa",-8.70654552979481,FALSE
"toilet seat cover dispenser","vqa",-9.03196793022944,FALSE
"tomato","vqa",-8.26471277751577,FALSE
"tomato sauce","vqa",-10.903770107131,FALSE
"toolbox","vqa",-10.2106229265711,FALSE
"toothbrush","vqa_yoloe",-5.82997060408204,TRUE
"toothpaste","vqa",-8.16293008320583,FALSE
"towel","vqa_yoloe",-3.83864502702092,TRUE
"towel rack","vqa",-7.27942917415466,FALSE
"tower","vqa",-10.903770107131,FALSE
"toy","vqa_yoloe",-1.57109948123607,TRUE
"toy airplane","vqa",-8.46142307176182,FALSE
"toy alphabet","vqa",-10.2106229265711,FALSE
"toy ambulance","vqa",-10.4983049990229,FALSE
"toy animal","vqa",-7.51937984378525,FALSE
"toy astronaut space shuttle","vqa",-10.4983049990229,FALSE
"toy astronaut space station","vqa",-10.4983049990229,FALSE
"toy baby bottle","vqa",-10.4983049990229,FALSE
"toy bag","vqa",-9.39969271035475,FALSE
"toy ball","vqa",-8.46142307176182,FALSE
"toy basket","vqa",-8.37804146282277,FALSE
"toy basketball hoop","vqa",-9.80515781846292,FALSE
"toy bear","vqa",-8.16293008320583,FALSE
"toy bee","vqa",-8.76370394363476,FALSE
"toy bicycle","vqa",-9.11201063790297,FALSE
"toy bike","vqa",-7.50257272546887,FALSE
"toy bird","vqa",-9.80515781846292,FALSE
"toy block","vqa",-5.51014256077867,FALSE
"toy boat","vqa",-7.88334522098667,FALSE
"toy book","vqa",-10.2106229265711,FALSE
"toy bottle","vqa",-10.2106229265711,FALSE
"toy bowl","vqa",-9.1990220148926,FALSE
"toy box","vqa",-5.19334308975616,FALSE
"toy bridge","vqa",-8.50587483433266,FALSE
"toy broom","vqa",-10.4983049990229,FALSE
"toy brush","vqa",-10.4983049990229,FALSE
"toy bucket","vqa",-9.51747574601114,FALSE
"toy bunny","vqa",-8.95785995807572,FALSE
"toy bus","vqa",-6.52801308547074,FALSE
"toy calculator","vqa",-10.903770107131,FALSE
"toy car","vqa",-2.78720374718271,FALSE
"toy car steering wheel","vqa",-10.903770107131,FALSE
"toy car track","vqa",-10.903770107131,FALSE
"toy carrot","vqa",-9.51747574601114,FALSE
"toy cart","vqa",-10.2106229265711,FALSE
"toy cat","vqa",-9.03196793022944,FALSE
"toy caterpillar","vqa",-10.903770107131,FALSE
"toy chair","vqa",-10.903770107131,FALSE
"toy chest","vqa",-10.903770107131,FALSE
"toy chicken","vqa",-9.98747937525687,FALSE
"toy clock","vqa",-8.88886708658876,FALSE
"toy clothe","vqa",-10.903770107131,FALSE
"toy clothe dryer","vqa",-10.4983049990229,FALSE
"toy container","vqa",-10.2106229265711,FALSE
"toy cow","vqa",-7.76827589120188,FALSE
"toy crane","vqa",-10.903770107131,FALSE
"toy crocodile","vqa",-9.03196793022944,FALSE
"toy cube","vqa",-9.98747937525687,FALSE
"toy cup","vqa",-9.98747937525687,FALSE
"toy cupboard","vqa",-10.903770107131,FALSE
"toy dinosaur","vqa",-8.19571990602882,FALSE
"toy dog","vqa",-7.20246813301854,FALSE
"toy doll","vqa",-7.14256999143747,FALSE
"toy dragon","vqa",-10.903770107131,FALSE
"toy drum","vqa",-7.95933112796459,FALSE
"toy duck","vqa",-9.65100713863566,FALSE
"toy dustpan","vqa",-10.4983049990229,FALSE
"toy egg","vqa",-10.903770107131,FALSE
"toy elephant","vqa",-6.19423990581869,FALSE
"toy fence","vqa",-10.903770107131,FALSE
"toy fire engine","vqa",-10.903770107131,FALSE
"toy fire truck","vqa",-9.98747937525687,FALSE
"toy fish","vqa",-9.39969271035475,FALSE
"toy food","vqa",-9.03196793022944,FALSE
"toy food box","vqa",-10.4983049990229,FALSE
"toy football","vqa",-10.4983049990229,FALSE
"toy fox","vqa",-8.88886708658876,FALSE
"toy fridge","vqa",-10.903770107131,FALSE
"toy frog","vqa",-10.2106229265711,FALSE
"toy giraffe","vqa",-7.16610048884766,FALSE
"toy goat","vqa",-10.4983049990229,FALSE
"toy guitar","vqa",-7.45378256129944,FALSE
"toy gun","vqa",-8.04156922620156,FALSE
"toy hammer","vqa",-7.42253001779534,FALSE
"toy hamster","vqa",-10.903770107131,FALSE
"toy helicopter","vqa",-8.13118138489125,FALSE
"toy hoop","vqa",-9.39969271035475,FALSE
"toy horse","vqa",-6.07146434855919,FALSE
"toy house","vqa",-5.03871948487871,FALSE
"toy kettle","vqa",-10.903770107131,FALSE
"toy keyboard","vqa",-9.1990220148926,FALSE
"toy kitchen","vqa",-7.88334522098667,FALSE
"toy kitchen set","vqa",-7.13100916903639,FALSE
"toy knife","vqa",-9.51747574601114,FALSE
"toy ladder","vqa",-9.51747574601114,FALSE
"toy lion","vqa",-8.95785995807572,FALSE
"toy lizard","vqa",-10.903770107131,FALSE
"toy mallet","vqa",-9.1990220148926,FALSE
"toy microphone","vqa",-10.4983049990229,FALSE
"toy microwave","vqa",-10.4983049990229,FALSE
"toy mixer","vqa",-10.4983049990229,FALSE
"toy monkey","vqa",-8.30108042168665,FALSE
"toy mop","vqa",-9.98747937525687,FALSE
"toy motorcycle","vqa",-9.98747937525687,FALSE
"toy mouse","vqa",-9.29433219469693,FALSE
"toy on floor","vqa",-9.65100713863566,FALSE
"toy oven","vqa",-8.10040972622449,FALSE
"toy pan","vqa",-10.903770107131,FALSE
"toy panda","vqa",-8.46142307176182,FALSE
"toy penguin","vqa",-9.03196793022944,FALSE
"toy phone","vqa",-7.50257272546887,FALSE
"toy piano","vqa",-5.4854499481883,FALSE
"toy pig","vqa",-8.07055676307481,FALSE
"toy plane","vqa",-6.66244335456028,FALSE
"toy plant","vqa",-10.903770107131,FALSE
"toy plate","vqa",-9.1990220148926,FALSE
"toy pool","vqa",-9.98747937525687,FALSE
"toy pot","vqa",-10.4983049990229,FALSE
"toy rabbit","vqa",-9.11201063790297,FALSE
"toy raccoon","vqa",-10.903770107131,FALSE
"toy refrigerator","vqa",-10.903770107131,FALSE
"toy remote control","vqa",-10.2106229265711,FALSE
"toy ring","vqa",-9.51747574601114,FALSE
"toy road","vqa",-10.903770107131,FALSE
"toy robot","vqa",-8.70654552979481,FALSE
"toy rocket","vqa",-9.39969271035475,FALSE
"toy santa claus","vqa",-10.903770107131,FALSE
"toy scissors","vqa",-10.903770107131,FALSE
"toy scooter","vqa",-9.39969271035475,FALSE
"toy shark","vqa",-9.51747574601114,FALSE
"toy sheep","vqa",-8.70654552979481,FALSE
"toy shelf","vqa",-8.76370394363476,FALSE
"toy ship","vqa",-9.39969271035475,FALSE
"toy shopping cart","vqa",-8.41886345734303,FALSE
"toy shovel","vqa",-8.2296214577045,FALSE
"toy sink","vqa",-8.76370394363476,FALSE
"toy skateboard","vqa",-10.903770107131,FALSE
"toy slide","vqa",-10.4983049990229,FALSE
"toy snake","vqa",-9.80515781846292,FALSE
"toy space shuttle","vqa",-10.4983049990229,FALSE
"toy spatula","vqa",-9.98747937525687,FALSE
"toy spider","vqa",-10.2106229265711,FALSE
"toy sponge","vqa",-10.903770107131,FALSE
"toy spoon","vqa",-9.51747574601114,FALSE
"toy steering wheel","vqa",-8.95785995807572,FALSE
"toy stick","vqa",-10.903770107131,FALSE
"toy stove","vqa",-9.1990220148926,FALSE
"toy stroller","vqa",-8.16293008320583,FALSE
"toy structure","vqa",-10.4983049990229,FALSE
"toy submarine","vqa",-10.4983049990229,FALSE
"toy swan","vqa",-10.903770107131,FALSE
"toy sword","vqa",-10.903770107131,FALSE
"toy table","vqa",-8.60118501413698,FALSE
"toy table and chair","vqa",-10.4983049990229,FALSE
"toy tambourine","vqa",-10.2106229265711,FALSE
"toy tea set","vqa",-10.4983049990229,FALSE
"toy telephone","vqa",-10.903770107131,FALSE
"toy tent","vqa",-10.4983049990229,FALSE
"toy tiger","vqa",-8.46142307176182,FALSE
"toy toilet","vqa",-10.903770107131,FALSE
"toy tower","vqa",-8.95785995807572,FALSE
"toy track","vqa",-9.1990220148926,FALSE
"toy tractor","vqa",-10.903770107131,FALSE
"toy train","vqa",-5.32971673914961,FALSE
"toy train set","vqa",-7.81272765377271,FALSE
"toy train track","vqa",-8.30108042168665,FALSE
"toy tree","vqa",-10.2106229265711,FALSE
"toy truck","vqa",-5.30165128625133,FALSE
"toy turtle","vqa",-8.70654552979481,FALSE
"toy unicorn","vqa",-10.903770107131,FALSE
"toy vacuum","vqa",-9.65100713863566,FALSE
"toy wagon","vqa",-10.903770107131,FALSE
"toy walker","vqa",-9.98747937525687,FALSE
"toy washing machine","vqa",-10.2106229265711,FALSE
"toy watering can","vqa",-10.2106229265711,FALSE
"toy xylophone","vqa",-8.19571990602882,FALSE
"toy zebra","vqa",-10.2106229265711,FALSE
"track","vqa",-10.2106229265711,FALSE
"train","vqa_yoloe",-6.26816585760155,TRUE
"train set","vqa",-10.2106229265711,FALSE
"train toy","vqa",-9.80515781846292,FALSE
"train track","vqa",-8.30108042168665,FALSE
"trampoline","vqa",-8.30108042168665,FALSE
"trash","vqa_yoloe",-7.94497063855861,TRUE
"trash bag","vqa",-8.41886345734303,FALSE
"trash bin","vqa",-7.16610048884766,FALSE
"trash can","vqa",-4.90483354518435,FALSE
"tray","vqa_yoloe",-5.58557250844735,TRUE
"tray with toy","vqa",-10.903770107131,FALSE
"treadmill","vqa",-8.88886708658876,FALSE
"tree","vqa_yoloe",-4.63184327698263,TRUE
"tree trunk","vqa",-10.903770107131,FALSE
"triangle","vqa",-9.80515781846292,FALSE
"tricycle","vqa_yoloe",-9.23795356449792,TRUE
"tripod","vqa",-10.2106229265711,FALSE
"trolley","vqa",-10.2106229265711,FALSE
"truck","vqa_yoloe",-7.80583625773368,TRUE
"tub","vqa",-10.903770107131,FALSE
"tube","vqa",-8.16293008320583,FALSE
"tunnel","vqa",-9.65100713863566,FALSE
"turtle","vqa_yoloe",-10.6612074205293,TRUE
"turtle toy","vqa",-9.98747937525687,FALSE
"tutu","vqa",-10.4983049990229,FALSE
"tv","vqa_yoloe",-2.07745564235593,TRUE
"tv remote","vqa",-5.8668175047174,FALSE
"tv screen","vqa",-6.74488702377136,FALSE
"tv stand","vqa",-3.79389064405876,FALSE
"two people","vqa",-10.903770107131,FALSE
"ukulele","vqa",-8.41886345734303,FALSE
"umbrella","vqa",-6.07146434855919,FALSE
"unicorn","vqa",-10.903770107131,FALSE
"unicorn toy","vqa",-10.2106229265711,FALSE
"utensil","vqa",-9.29433219469693,FALSE
"vacuum","vqa_yoloe",-4.45373623841749,TRUE
"vacuum cleaner","vqa",-10.903770107131,FALSE
"van","vqa",-10.4983049990229,FALSE
"vase","vqa",-5.8008595369256,FALSE
"vase with flower","vqa",-9.65100713863566,FALSE
"vegetable","vqa",-9.03196793022944,FALSE
"violin","vqa",-10.2106229265711,FALSE
"walker","vqa_yoloe",-7.28578046758717,TRUE
"wall","vqa",-2.04383863751493,FALSE
"wall art","vqa",-9.98747937525687,FALSE
"wall clock","vqa",-4.52195408972493,FALSE
"wall decor","vqa",-10.903770107131,FALSE
"wall decoration","vqa",-6.76860355038867,FALSE
"wall frame","vqa",-10.4983049990229,FALSE
"wall hang","vqa",-7.76827589120188,FALSE
"wall hanging","vqa",-9.03196793022944,FALSE
"wall lamp","vqa",-8.13118138489125,FALSE
"wall light","vqa",-10.4983049990229,FALSE
"wall mount","vqa",-9.65100713863566,FALSE
"wall picture","vqa",-7.40726254566455,FALSE
"wall socket","vqa",-9.03196793022944,FALSE
"wall sticker","vqa",-9.1990220148926,FALSE
"wall switch","vqa",-10.4983049990229,FALSE
"wallet","vqa",-9.65100713863566,FALSE
"wardrobe","vqa",-7.85924766940761,FALSE
"wardrobe closet","vqa",-8.88886708658876,FALSE
"washer","vqa",-10.2106229265711,FALSE
"washing machine","vqa",-6.27390730855257,TRUE
"water","vqa_yoloe",-6.69380668482793,TRUE
"water bottle","vqa",-5.2373434190186,FALSE
"water bowl","vqa",-10.4983049990229,FALSE
"water bucket","vqa",-9.51747574601114,FALSE
"water can","vqa",-10.2106229265711,FALSE
"water container","vqa",-9.80515781846292,FALSE
"water dispenser","vqa",-9.11201063790297,FALSE
"water fountain","vqa",-9.80515781846292,FALSE
"water glass","vqa",-9.39969271035475,FALSE
"water gun","vqa",-8.76370394363476,FALSE
"water hose","vqa",-10.2106229265711,FALSE
"water jug","vqa",-9.65100713863566,FALSE
"water pipe","vqa",-9.03196793022944,FALSE
"water pitcher","vqa",-10.2106229265711,FALSE
"water pool","vqa",-9.80515781846292,FALSE
"water puddle","vqa",-10.903770107131,FALSE
"water pump","vqa",-9.39969271035475,FALSE
"water table","vqa",-9.65100713863566,FALSE
"water tank","vqa",-9.51747574601114,FALSE
"water tap","vqa",-8.37804146282277,FALSE
"water toy","vqa",-8.82432856545119,FALSE
"watering can","vqa",-8.26471277751577,FALSE
"watermelon","vqa",-7.79025479792065,FALSE
"watermelon book","vqa",-10.903770107131,FALSE
"weight","vqa",-10.903770107131,FALSE
"wheel","vqa",-10.2106229265711,FALSE
"wheelbarrow","vqa",-8.76370394363476,FALSE
"wheelchair","vqa",-10.2106229265711,FALSE
"whisk","vqa",-10.2106229265711,FALSE
"whiteboard","vqa",-4.56252935777547,FALSE
"whiteboard eraser","vqa",-5.97289978150364,FALSE
"whiteboard eraser cover","vqa",-10.4983049990229,FALSE
"whiteboard eraser holder","vqa",-10.4983049990229,FALSE
"whiteboard marker","vqa",-8.82432856545119,FALSE
"wicker basket","vqa",-9.51747574601114,FALSE
"window","vqa_yoloe",-2.37619476425065,TRUE
"window blind","vqa",-7.09710761736071,FALSE
"window curtain","vqa",-5.57346969472994,FALSE
"window frame","vqa",-7.6079332411267,FALSE
"window glass","vqa",-9.80515781846292,FALSE
"window screen","vqa",-10.4983049990229,FALSE
"window shade","vqa",-7.83571717199741,FALSE
"window with curtain","vqa",-9.80515781846292,FALSE
"wine bottle","vqa",-8.01339834923486,FALSE
"wine glass","vqa",-7.70509698958035,FALSE
"wine rack","vqa",-10.2106229265711,FALSE
"wire","vqa",-8.37804146282277,FALSE
"woman","vqa",-4.11761764990814,FALSE
"woman and adult","vqa",-10.903770107131,FALSE
"woman and baby","vqa",-10.903770107131,FALSE
"woman and child","vqa",-9.29433219469693,FALSE
"woman and girl","vqa",-9.98747937525687,FALSE
"woman and man","vqa",-9.1990220148926,FALSE
"woman and person","vqa",-10.903770107131,FALSE
"woman and two child","vqa",-10.2106229265711,FALSE
"woman and two girl","vqa",-10.903770107131,FALSE
"woman at table","vqa",-10.903770107131,FALSE
"woman in clothe","vqa",-9.65100713863566,FALSE
"woman in dress","vqa",-9.51747574601114,FALSE
"woman in kitchen","vqa",-10.903770107131,FALSE
"woman in pant","vqa",-10.2106229265711,FALSE
"woman in shirt","vqa",-8.46142307176182,FALSE
"woman in sweater","vqa",-9.29433219469693,FALSE
"woman in top","vqa",-10.903770107131,FALSE
"woman with glasses","vqa",-10.903770107131,FALSE
"woman with hair","vqa",-9.98747937525687,FALSE
"wooden board","vqa",-7.33423741064966,FALSE
"wooden board game","vqa",-10.903770107131,FALSE
"wooden box","vqa",-8.16293008320583,FALSE
"wooden house","vqa",-10.2106229265711,FALSE
"world map","vqa",-9.29433219469693,FALSE
"yard","vqa_yoloe",-8.96025612037474,TRUE
"yarn","vqa",-10.903770107131,FALSE
"zebra","vqa_yoloe",-9.42877447107703,TRUE
"watch","yoloe",-3.45092487038905,TRUE
"basement","yoloe",-3.66007716207893,TRUE
"underpant","yoloe",-3.79227043339769,FALSE
"sandbox","yoloe",-3.8584750688666,TRUE
"toe","yoloe",-4.09085913320572,TRUE
"gum","yoloe",-4.41281299154966,TRUE
"jello","yoloe",-4.45856711409036,TRUE
"sled","yoloe",-4.65689288686929,TRUE
"dryer","yoloe",-4.72542935877049,TRUE
"boot","yoloe",-4.80806883310123,FALSE
"necklace","yoloe",-4.86971277240223,TRUE
"tight","yoloe",-4.87541197011965,FALSE
"bib","yoloe",-5.03799180800514,TRUE
"pajama","yoloe",-5.06185881860809,FALSE
"cheerios","yoloe",-5.08029298453127,TRUE
"alligator","yoloe",-5.12637737787283,TRUE
"mitten","yoloe",-5.2113293803583,FALSE
"nail","yoloe",-5.3855475579764,TRUE
"coke","yoloe",-5.49831628420371,TRUE
"sneaker","yoloe",-5.53825071040976,TRUE
"radio","yoloe",-5.54940234112686,TRUE
"jelly","yoloe",-5.91355800649649,TRUE
"glue","yoloe",-5.95926520858279,TRUE
"squirrel","yoloe",-5.97967281806025,TRUE
"pudding","yoloe",-6.00947655845613,TRUE
"popsicle","yoloe",-6.1926223477303,TRUE
"arm","yoloe",-6.27929645658857,TRUE
"rooster","yoloe",-6.35947967882667,TRUE
"head","yoloe",-6.381645344347,TRUE
"motorcycle","yoloe",-6.39518447557021,TRUE
"lip","yoloe",-6.41429820730524,FALSE
"cracker","yoloe",-6.43339093611795,TRUE
"yogurt","yoloe",-6.63253294660638,TRUE
"pickle","yoloe",-6.78356798580664,TRUE
"coffee","yoloe",-6.83277699814973,TRUE
"airplane","yoloe",-6.84993210682532,TRUE
"pretzel","yoloe",-6.86617306530774,TRUE
"penis","yoloe",-6.92326013720574,FALSE
"sprinkler","yoloe",-7.00031107002245,TRUE
"muffin","yoloe",-7.07143619134411,TRUE
"tooth","yoloe",-7.10397784441772,TRUE
"pony","yoloe",-7.26333435881098,TRUE
"bug","yoloe",-7.45736150727238,TRUE
"scarf","yoloe",-7.47003734522398,TRUE
"wolf","yoloe",-7.55629269284366,TRUE
"kitty","yoloe",-7.61416264791186,TRUE
"turkey","yoloe",-7.73595756409968,TRUE
"nose","yoloe",-7.76235205822262,TRUE
"ankle","yoloe",-7.76906099132535,TRUE
"tractor","yoloe",-7.77807683000697,TRUE
"hamburger","yoloe",-7.92408465243895,TRUE
"raisin","yoloe",-7.97056308025076,TRUE
"vanilla","yoloe",-8.16263004836467,TRUE
"story","yoloe",-8.20915006399956,TRUE
"tummy","yoloe",-8.24823141404203,TRUE
"nut","yoloe",-8.28513597097748,FALSE
"ear","yoloe",-8.35789532525991,TRUE
"hen","yoloe",-8.60249381157538,TRUE
"chip","yoloe",-8.70957698054466,FALSE
"button","yoloe",-8.71920169391887,TRUE
"soda","yoloe",-8.77080044063277,FALSE
"juice","yoloe",-8.79345846452535,TRUE
"mouth","yoloe",-8.88046984151499,TRUE
"garage","yoloe",-8.88960232507826,TRUE
"ice","yoloe",-9.10931141394383,TRUE
"penny","yoloe",-9.19892357263352,TRUE
"cheek","yoloe",-9.21150235484038,TRUE
"tongue","yoloe",-9.29049076615901,TRUE
"eye","yoloe",-9.32533749748918,TRUE
"firetruck","yoloe",-9.44179162929551,TRUE
"applesauce","yoloe",-9.44979167196258,TRUE
"snowsuit","yoloe",-9.64423458928888,TRUE
"butt","yoloe",-9.71497114038066,FALSE
"wind","yoloe",-9.73080260559734,TRUE
"pasta","yoloe",-9.91099876307898,FALSE
"helicopter","yoloe",-9.94336404758102,TRUE
"zipper","yoloe",-10.1309626614758,TRUE
"pastry","yoloe",-10.138930831125,FALSE
"game","yoloe",-10.1965599439616,TRUE
"chocolate","yoloe",-10.2758966861982,TRUE
"medicine","yoloe",-10.3925335899239,TRUE
"rain","yoloe",-10.636511228141,TRUE
"vitamin","yoloe",-10.8241098420358,FALSE
"goose","yoloe",-10.9599113831948,TRUE
"toast","yoloe",-11.3563266557831,TRUE
"vagina","yoloe",-11.4707370069608,FALSE
"owie","yoloe",-11.5332573639421,FALSE
"ant","yoloe",-12.6646594754332,TRUE
"moose","yoloe",-12.6646594754332,TRUE
"lamb","yoloe",-12.7700199910911,TRUE
"shoulder","yoloe",-13.1754850991992,TRUE
"tuna","yoloe",-13.1754850991992,TRUE
"puppy","yoloe",-13.3578066559932,TRUE
"knee","yoloe",-13.8686322797592,TRUE
